document,page,section,text,source_file
Student Handbook August 2026,29,Attendance,"6.2.The enrolment of the student who fails to complete the mandatory requirements for the award of the concerned Degree (Refer to Section 15) in the prescribed maximum duration, shall stand terminated and no Degree shall be awarded. 6.3.The time taken by the student to improve Grades/CGPA, and in case of temporary withdrawal/re-joining (Refer to Clause 13.1), shall be counted in the permissible maximum duration for completion of a Program. 7. Attendance Requirements 7.1.In order to maintain academic rigour and excellence, all students must attend every lecture, tutorial, studio, field work, laboratory, practical classes and all other such curricular sessions as prescribed by the Program requirements. 7.2.To account for approved leave of absence to appear for end semester examination, the attendance requirement shall be a minimum of seventy five percent (75%) of the classes actually conducted in every Course the student has registered for in the Academic Term. 7.3.Further, if a student or their family member/s suffer serious medical exigencies of hospitalization, trauma or contagious disease, the concerned student may submit a leave request, together with documents to the Faculty Advisor [Mentor] for recommendation to the Program Chair. The student shall be given an additional relaxation in attendance in the Course(s) where there is a shortage subject to the approval by the Vice- Chancellor. However, on no account whatsoever, shall the minimum requirement of attendance be less than sixty five percent (65%) of the classes actually conducted in every Course the student has registered for in the Academic Term. The student shall not be eligible for this special provision if they fail to produce authentic medical certificates and relevant documents, including fitness certificate (in the case of student only), on the day of rejoining the classes, in support of the medical exigency. 7.4.If a student has been selected to represent the State and/or India in State / National / International Events / Competitions, the concerned student may be given relaxation in attendance requirement (in the Course(s) where there is a shortage) for the concerned period of absence recommended by the Director, Campus Life and the Faculty Advisor [Mentor] to the Program Chair and thereafter approval by the Vice Chancellor. However, on no account whatsoever, shall the minimum requirement of attendance be less than sixty five percent (65%) of the classes actually conducted in every Course the student has registered for in the Academic Term. The student shall not be eligible for this special provision if they fail to produce authentic certificates of participation in the aforementioned Events / Completions. 21",Student_Handbook_August_2026.pdf
Student Handbook August 2026,30,Attendance,"7.5.Further, where attendance requirements are prescribed by Government Regulatory Bodies for specific Programs, the same shall also be mandatorily adhered to without exception. Such specific requirements, as applicable, shall be prescribed in the Program Regulations of the concerned Program of study. 7.6.Shortage of Attendance: A student with shortage of attendance (as specified in Clause 7.2 and the applicable provisions of Clauses 7.3, 7.4 and 7.5) shall not be permitted to appear for the End Term Examinations, as applicable, of the Course(s) in which the attendance shortfall exists, irrespective of the student’s academic performance in the final components of Continuous Assessments. The student shall be declared as having failed to complete the Course due to shortage of attendance and shall be given the ‘FA’ Grade (Refer to Sub- Clause 8.13.3) in the concerned Course(s). The student is cautioned that shortage of attendance may result in the loss of an Academic Year. It is the sole responsibility of the student to ensure that they do not fall under shortage of attendance. 8. Teaching, Evaluation and Grading System 8.1.Courses from the approved Program Structure may be offered during any Academic Term. Each approved Course, whenever offered in any given Academic Term, shall be conducted by the assigned Course Instructor. 8.2.The Course Instructors and Tutors/Teaching Assistants, if any, for all the Courses to be offered by the School/Department during any Academic Term shall be assigned by the concerned Program Chair/Dean of School. 8.3.The Course Plan, prepared by the assigned Course Instructor, for every Course that is offered in a given Academic Term shall be approved by the concerned Program Chair and BoS. 8.4.The Course Instructor shall be responsible for conducting the Course, conducting the assessments and examinations, evaluating the performance of the students and awarding the grades at the end of the Academic Term. 8.5.The academic performance evaluation of a student in a Course shall be according to the University Letter Grading System based on the class performance distribution of the Course. 8.6.Academic performance evaluation of every registered student in every Course registered is done through various components of Continuous Assessments spread across the Semester and including the End Term Examinations. The nature of components of Continuous Assessments and 22",Student_Handbook_August_2026.pdf
Student Handbook August 2026,31,,"the weightage given to each component of Continuous Assessments, including the End Term Examinations, shall be prescribed in the Program Regulations of the Program concerned. 8.7.Evaluation System: Components and Weightage The University shall follow a Course Instructor led continuous evaluation system. The components and recommended weightages of the evaluation system are summarized in Table 1 below: Table 1. Evaluation System: Components and Weightage Evaluation Type of Course Structure Weightage Components 60% Lecture-based Course Continuous (minimum) Assessments to 70% L in the L-T-P Structure predominates (maximum) (Examples: 3-0-0; 2-1-0; 3-0-2; etc.) End Term 30% (minimum) Examination / to 40% Comprehensive (maximum) 70% (minimum) Continuous Practice-based Course to 100% Assessments (maximum) P in the L-T-P Structure predominates End Term (Examples: 0-0-4; 1-0-4; 1-0-2; etc.) Examination / 30% Jury / Project / (maximum) Viva Voce Practice/Skill based Courses like Guidelines for the components of Industry Internship, Capstone project, evaluation for the various types of Research Dissertation, Integrative Studio, courses, with recommended Interdisciplinary Project and such similar weightages / criteria for assessing Courses, and Non-Taught Credit Courses the components, shall be specified in like Seminar, Summer / Short Internship, the concerned Program Regulations Social Engagement / Field Projects and and Course Plans, as applicable. such similar Courses, where the pedagogy does not lend itself to a typical L-T-P structure (Refer Clause 3.2) 8.8.The Course Instructor shall communicate clearly to the students through the approved Course Plan, and other announcements as required at the commencement of the Academic Term in which the Course is offered, the details of the evaluation system with components of evaluation and the 23",Student_Handbook_August_2026.pdf
Student Handbook August 2026,32,,"associated weightage with each of the components, including the distribution of the weightage for each of the components. 8.9.Grading is the process of rewarding the students for their overall performance in each Course. The University follows the system of Relative Grading to classify the students based on their relative performance in the concerned Course. Absolute Grading may be used in case the number of students registered in the concerned Course is less than ten (10). The Course Instructor shall declare the manner of grading in such instance. Grading shall be done at the end of the Academic Term by considering the aggregate performance of the student in all components of Continuous Assessments prescribed for the Course. Letter Grades shall be awarded to a student based on her/his overall performance relative to the class performance distribution in the concerned Course. These letter grades not only indicate a qualitative assessment of the student’s performance but also carry a quantitative (numeric) equivalent called the Grade Point. 8.10. Letter Grading System The University follows the system of Letter Grades with associated Grade Points on a Scale of 10. The Letter Grades and Associated Grade Points are summarized in Table 2: 24",Student_Handbook_August_2026.pdf
Student Handbook August 2026,33,General,"8.11. Earned Credits This refers to the credits assigned to the Courses in which a student has obtained either ‘S’ grade (in other than Audit Courses), or any one of the grades ‘O’, ‘A+’, ‘A’, ‘B+’, ‘B’, ‘C’, ‘D’ (but not ‘F’ or ‘FA’). 8.12. Cut-off Marks for ‘O’ and ‘F’ Grades The cut-off marks for ‘O’ grade and for ‘F’ grade (aggregate of the marks assigned for components of Continuous Assessments, and the marks assigned for the End Term Examination, as applicable), will be decided by the Course Instructor based on the specific relevant details of the class performance distribution (using appropriate class performance statistics parameters). However, as a general guideline, the minimum cut-off marks for ‘O’ and ‘F’ grade shall be 85% and 35% respectively. In exceptional cases, where the ‘O’ or ‘F’ grade is proposed below the aforementioned minimum cut-off marks, the concerned Course Instructor shall provide justification for the same to the concerned Program Chair, subject to the approval by the Statutory Grading Approval Committee before the respective grades are awarded. The minimum/maximum cut-off marks for the intermediate grades are determined by the Course Instructor using appropriate partitioning/clustering method based on the specific relevant details of the class performance distribution. 8.13. Description of Grades: 8.13.1 ‘O’ Grade An ‘O’ grade stands for outstanding achievement, relative to the class, and the Course Instructor shall take utmost care in awarding this highest grade. 8.13.2 ‘D’ Grade The ‘D’ grade stands for marginal performance and is the minimum passing grade. 8.13.3 ‘F’ and ‘FA’ Grades a) The ‘F’ grade denotes very poor performance, i.e., failure in a Course due to poor performance and the Course Instructor shall take utmost care while awarding this lowest grade. Further, ‘F’ grade shall be given to a student who is Absent for the End Term Examination as specified for a concerned Course. If the 25",Student_Handbook_August_2026.pdf
Student Handbook August 2026,34,Attendance,"absence is solely due to medical exigencies specifically hospitalization, trauma or contagious disease only, the placeholder Grade ‘I’ will be given (Refer Sub Clause 8.13.5). b) ‘FA’ grade denotes poor attendance i.e., failure in a Course due to attendance shortage (Refer Clause 7.6). c) The students who have received ‘F’ grade in a Course in the immediate subsequent semester may be allowed to appear for a Make-Up Examination. The Make-Up Examinations will be conducted possibly along with that arranged for those students who received the ‘I’ grade, within the period announced in the Academic Calendar. d) Only regular registrants of a given Course during a given Academic Semester who have obtained ‘F’ or ‘I’ grade in the Course will be permitted to appear for the Make-up Examination. e) Students who continue to have ‘F’ grade after the Make-Up Examination are required to re-register for the Course whenever it is offered subsequently. f) All the ‘F’ and ‘FA’ grades secured in any Course shall be recorded on the grade card. g) A student who obtains ‘FA’ grade in any Course shall re-register for the Course in the subsequent Academic Term whenever the Course is offered until a passing grade is obtained. However, for a course that is not mandatory in which ‘FA’ grade has been obtained, the student may either repeat the same Course or register for any other Course (from the list of approved Courses). The student is permitted to opt for change of Minor only once till completion of the program. 8.13.4 ‘S’ and ‘U’ Grades a) Grades ‘S’ and ‘U’ do not have any associated grade points and are recommended for use in the evaluation of select Non-Taught Credit Courses [Summer Internship], as applicable, and for grading Audit Courses. b) The ‘S’ grade denotes satisfactory performance and completion of a Course. The associated credits are earned and counted for the mandatory credits requirements as specified in the concerned Program Curriculum. c) The ‘U’ grade denotes unsatisfactory performance and non- completion of a Course. The student shall have to re-register for 26",Student_Handbook_August_2026.pdf
Student Handbook August 2026,35,Summer Term,"the concerned Course, if mandatory, until the ‘S’ grade is awarded. This clause is also applicable to Audit Courses. d) In the event that the student secures a U grade in an audit course, which is non mandatory it will be deemed that such a student has discontinued the course. The U grade will not be reflected in the transcript. e) The ‘S’ or ‘U’ grade secured in a Course shall be recorded on the Grade Card. 8.13.5 ‘I’ Grade ‘I’ is a placeholder grade which denotes “incomplete” performance in any Course or Courses, due to one of the following conditions: a) Absence at the End Term Examination solely due to medical exigencies, specifically hospitalization, trauma or contagious disease. The ‘I’ grade shall be replaced by an appropriate letter grade after the student clears the Make-Up Examination (Refer Clause 9.4). b) In case of a reported case of unfair means (plagiarism, malpractice, etc.) under investigation against a student in the End Term Examination or any component of assessment of any Course(s), the student will be given an I Grade. The placeholder grade ‘I’ shall be replaced with a regular grade based on recommendations of the panel constituted to investigate the case, and the subsequent approval of the Registrar. Students will not be eligible for the Make-up examination if the investigating panel recommends a ‘F’ grade. The Course(s) in which a student has received ‘I’ grade shall not be included in the SGPA/CGPA calculations (Refer Clause 8.15). 8.14. Grade Card: A Grade Card for an Academic Term is the record of the student’s performance in the Courses the student has registered for in that Academic Term of the Program of study. The Grade Card shall contain the following details pertaining to the student’s academic performance: a) The List of Courses (which includes Course Name, Course Code and associated Credits) registered for by the student in the concerned Academic Term [Semester], Make-Up Examinations and Summer Term as applicable; b) The Grade obtained in each of the concerned Courses; and, 27",Student_Handbook_August_2026.pdf
Student Handbook August 2026,36,Registration,"c) The SGPA and CGPA obtained by the student. d) Transcript will be issued on completion of the Program. 8.15 Transcript: A University Transcript is an official academic document that comprehensively records a student's academic progress throughout their time at the university. It also serves as a formal reference for determining eligibility to receive the degree certificate during convocation. The transcript provides detailed information on every course a student has registered for and successfully completed, including the Course Code, Course Title, Grade Obtained, Credit, Semester of Completion, and Course Bucket (e.g., University Core, Program Foundation, etc.). The Cumulative Grade Point Average (CGPA) is computed based solely on courses that carry grade points. However, the following rules apply: x Mandatory courses graded as S (Satisfactory) or U (Unsatisfactory) are listed in the transcript but are excluded from CGPA calculation, as they do not carry grade points. x Audit courses are included only if the student earns an 'S' grade. If a 'U' grade is received in an audit course, it is omitted from the transcript. x If a student fails to complete a course in the original semester but later completes it through re-registration, only the most recent valid grade is recorded. x Courses from which a student has formally withdrawn do not appear in the transcript. x In case a student opts to exit before completion of the degree program, the transcript will be issued upon request with all grades obtained by the student at that point of time. In addition, the transcript outlines the mandatory credit requirements fulfilled by the student across key academic categories such as University Core, Program Foundation, Program Core, Specialization, and Minor. 8.16Evaluation of Performance: SGPA AND CGPA The overall academic performance of a student shall be measured by two indices: SGPA which is the “Semester Grade Point Average” and CGPA which is the “Cumulative Grade Point Average.” SGPA The performance of a student in a Semester is indicated by a number, 28",Student_Handbook_August_2026.pdf
Student Handbook August 2026,37,Summer Term,"Semester Grade Point Average. The SGPA is the weighted average of the grade points secured in all the Courses registered for by the student during that Semester. SGPA for a particular Semester (and Summer Term, as applicable) is computed as follows: σ௡௞ୀଵ[‫ܥ‬௞ × ‫ܩ‬௞ ] ‫܁‬۵‫= ۯ۾‬ σ௡௞ୀଵ ‫ܥ‬௞ where: ݊ is the number of Courses (with Letter Grades and Grade Points, including the Letter Grades ‘F’ and ‘FA’, which have zero grade points) registered for by the student in the Semester concerned; ‫ܥ‬௞ is the Credits assigned to Course ݇ and ‫ܩ‬௞ is the Grade Point received by the student for the Course ݇. CGPA The Cumulative Grade Point Average indicates overall academic performance of a student in all the Courses registered for up to and including the latest completed Semester. CGPA is computed as follows: σ௡௜ୀଵ[‫ܥ‬௜ × ‫ܩ‬௜ ] CGPA = σ௡௜ୀଵ ‫ܥ‬௜ where: ݊ is the number of Courses (with Letter Grades and Grade Points, including the Letter Grades ‘F’ and ‘FA’, which have zero grade points) registered for by the student up to, and, including the latest completed Semester/Academic Term; ‫ܥ‬௜ is the Credits assigned to Course ݅ and ‫ܩ‬௜ is the Grade Point received by the student for the Course ݅. 8.17 The SGPA and CGPA are calculated to two (02) decimal places. 9. Examinations 9.1. Continuous Assessments includes components such as Quiz, Presentations, Take Home Assignments, Group Discussions etc., which are spread across the Semester. The nature of components of Continuous Assessments and the weightage given to each component shall be mentioned in the respective Course Plan. In case a student misses any component of the continuous assessment, except the final continuous 29",Student_Handbook_August_2026.pdf
Student Handbook August 2026,38,Attendance,"assessment, it is up to the discretion of the course instructor to offer an extended deadline or alternative assignment, but before the academic term ends. Final component of Continuous assessment shall be conducted after ascertaining the attendance requirement. 9.2. The detailed schedule of the End Term Examinations, as per dates indicated in the Academic Calendar, shall be prepared by the Registrar (Evaluation) in consultation with the Program Chairs/Deans of Schools and shall be announced with due approval of the Vice Chancellor, at least one (01) calendar month before the commencement of the End Term Examinations. 9.3. The detailed schedule of the Make-Up Examinations, where applicable, shall be published by Registrar (Evaluation) in consultation with the Program Chairs/Deans of Schools and shall be announced with due approval of the Vice Chancellor, at least two (02) calendar weeks before the commencement of the Make-Up Examinations. 9.4. The rules and guidelines pertaining to the conduct of the various University Examinations shall be notified by the Registrar (Evaluation) after due approval of the Registrar and the Vice Chancellor. 9.5. Make-Up Examinations Make-Up Examinations are a provision for a student to complete a Course (or Courses) in which she/he received an ‘F’ grade or was given the placeholder grade ‘I’ to reappear in the End Term Examination component of a Course (or Courses), subject to the conditions mentioned below in Sub-Clauses 9.5.1 and 9.5.2. Students may also avail the benefit of Make- up examination to improve her/his CGPA. In no other circumstances shall Make-Up Examinations be available to students. 9.5.1 A student who fails to appear for the End Term Examinations in some or all Courses due to medical exigencies, specifically hospitalization, trauma or contagious disease and the said student informs the Program Chair/Dean concerned in a timely manner (i.e., on or before the commencement of the said End Term Examinations), may submit a request to the Registrar [Evaluation] of the University within the duly notified dates, along with the prescribed fee for the Make-Up Examinations fixed by the University from time to time. On the basis of the student’s performance in the Make-Up Examinations and considering the marks obtained by the student in all other 30",Student_Handbook_August_2026.pdf
Student Handbook August 2026,39,Registration,"Continuous Assessments, as applicable, the final letter grade awarded shall replace the placeholder grade ‘I’. In case, the application of the student for Make-Up Examinations is rejected by the Registrar [Evaluation], the student shall be declared “Failed” in the concerned Course(s) and the placeholder grade ‘I’ shall be replaced with ‘F’ grade in the concerned Course(s). Further, the student shall have to complete the Course(s) as per the provisions and conditions prescribed in Clause 11 and Sub-Clause 11.4.2. Further, if the concerned student does not avail the Make-Up Examinations, or is absent for the Make-Up Examinations, the student shall be declared “Failed” in the concerned Course(s) and the placeholder grade ‘I’ shall be replaced with ‘F’ grade. Further, the student shall have to complete the Course(s) as per the provisions and conditions prescribed in Clause 11 and Sub-Clause 11.4.2. 9.5.2 Any student may avail the benefit of Make-up examination to improve her/his CGPA or to enable her/him to satisfy the progression criteria as prescribed in Section 12. The student shall submit the registration form for the Make-Up Examinations for approval to the Registrar (Evaluation) of the University within the duly notified date, along with the prescribed fee for the Make-Up Examinations fixed by the University from time to time. Further, if a student registers for the Make-up examination, the existing grades obtained in the concerned Course(s) shall be declared null and avoid, unless the student secures a lower grade in the Make- up examination. These shall be replaced by grades the student receives in the concerned Course(s). 9.5.3 The provision of Make-Up Examinations shall not be available for Practice / Skill based Courses based and Non-Taught Credit Courses as described in Clause 3.2. If a student has secured an ‘F’ Grade in such a Course, the student shall complete the concerned Courses by repeating them in the Semester when they become available for registration. Further, the student is cautioned that she/he shall have to register for the concerned Course(s) only in the concerned Semester of the next Academic Year when the concerned Course(s) shall be offered, which may result in the loss of an Academic Year for the student. It is the sole responsibility of the student to ensure that she/he completes the Course(s) and/or earns 31",Student_Handbook_August_2026.pdf
Student Handbook August 2026,40,Registration,"the required credits as prescribed by the concerned Program Regulations. 10.Academic Appeals 10.1. The University is committed to keep the entire process of evaluation transparent. Within three (03) working days of announcement of results, if a student needs clarification on the marks / grade obtained, the Course instructor shall explain to a student why they received the grade awarded. A mechanism for review of grades is incorporated in the evaluation system. 10.2. The student may appeal for review of grades to the AAB [Academic Appeal Board] before the date specified in the Academic Calendar or notification issued by the University to this effect. 10.3. The fee for such an appeal shall be notified by the University from time to time. 10.4. The AAB shall submit its report and recommendation to the Vice Chancellor within five (05) University working days from the date of appeal. The approval and decision of the Vice Chancellor shall be final and binding on all concerned. The decision of the Vice Chancellor, to change or retain the awarded grade, shall be duly notified and effected accordingly by the Registrar (Evaluation). 11.Summer Term 11.1. The Summer Term is an additional Academic Term that may be offered during the summer break, typically for about eight (08) weeks during June-July. The minimum number of teaching days in the Summer Term shall be thirty (30) days. 11.2. Though the Courses offered in the Summer Term are delivered in a shorter term, the total number of contact hours for these Courses remain as per the Course Credit Structure. The Course contents/syllabus and the continuous assessments and evaluation patterns for these Courses also remain the same as that prescribed by the concerned Program Regulations. 11.3. The details of the registration process for the Summer Term shall be announced on the dates scheduled in the Academic Calendar or through a University Notification. 32",Student_Handbook_August_2026.pdf
Student Handbook August 2026,41,Registration,"11.4. A limited number of Courses may be offered in the Summer Term with the following special provisions: 11.4.1. A student may re-register for the Course(s) by paying the prescribed fee, if offered, in which the student had received the grade ‘FA’, to complete these Course(s) and earn the required credits; 11.4.2. A student may re-register for the Course(s) by paying the prescribed fee, if offered, in which the student had received the ‘F’ grade in earlier Semesters, to complete these Course(s) and earn the required credits; 11.4.3. A student may re-register for the Course(s) by paying the prescribed fee, if offered, in which the student had received lower grades in earlier Semesters, to improve her/his performance and secure higher grades in these Course(s) and improve the CGPA to enable her/him to satisfy the criteria for progression as prescribed in Clause 12.1. Further, if a student re-registers for a Course (or Courses), the existing grades obtained in the concerned Course(s) shall be declared null and avoid, unless the student secures a lower grade in the repeated course. These shall be replaced by grades the student receives (after evaluation at the end of the Summer Term) in the concerned Course(s). 11.5. A student may register for the Summer Term Course(s), subject to all the conditions stated below: 11.5.1. A student who wishes to register for the Summer Term must complete the registration process on or before the last date for Registration as specified in the Academic Calendar or the University Notification to this effect. No late registration shall be permitted. 11.5.2. A student shall remit the Summer Term Registration Fee per Course, as prescribed by the University from time to time, within the date specified for payment. 11.5.3. A student can register for a maximum of 12 credits / 280 hours. 11.5.4. Attendance requirements as prescribed in Clause 7.2 shall be applicable to all students registering for Course(s) in the Summer Term. 33",Student_Handbook_August_2026.pdf
Student Handbook August 2026,42,Progression,"11.5.5. A student cannot request or demand for a specific Course to be offered. 11.5.6. In the event that less than ten (10) students are willing to register for a Course in the summer term, the Program Chair is the competent authority, based on the merit of the case, to consider whether or not to offer the Course. 11.5.7. Further, the student, a) must have paid/cleared all the required fees/dues as applicable for the Summer Term; and, b) has not been debarred from registering on disciplinary or other grounds. 12.Progression 12.1. To facilitate academic progression towards timely completion of the Program of study and fulfilling the requirements for the award of the Degree, the minimum CGPA criteria for yearly promotion of a student to the next Academic Year is summarized in Table 3 below: Table 3: Progression Criteria Progression Stage Minimum CGPA Requirement Progression to Year 2 of the Minimum CGPA of 4.00 Program (Eligibility Criteria to Register for Semester 3) Progression to Year 3 and higher Minimum CGPA of 5.00 years of the Program 12.2. The Minimum CGPA Requirement as specified above is after considering the results at the end of the concerned Semester, Make–Up Examinations and Summer Term, as applicable. 12.3. Further, if a student is not eligible for progression to the next Academic Year of the Program of study due to not fulfilling the criteria stipulated in Clause 12.1 above, he/she/they shall choose one of the provisions specified in Clauses 12.4 and 12.5 below to continue with the Program of study. 34",Student_Handbook_August_2026.pdf
Student Handbook August 2026,43,,"12.4. The student may opt to repeat the concerned Academic Year (both Odd and Even Semesters) of the Program of study: The student may opt to repeat the corresponding Academic Year of the Program of study, in the next Academic Year of the University by registering in the concerned Odd Semester for all the concerned Courses and by registering in the following Even Semester for all the concerned Courses prescribed by the concerned Program Regulations. 12.4.1. Further, if a student opts for the provision of repeating the concerned Academic Year of the Program of study, the credits earned, as applicable, and Grades previously obtained in all the Courses registered in the concerned Academic Year of the Program of study, shall stand withdrawn and declared null and void, unless the student secures a lower grade in the repeated course. 12.4.2. Further, the student shall remit the Annual University Fee prescribed by the University for the concerned Program of study and clear any other dues, to be eligible to register in concerned Academic Year. 12.5. Alternatively, a student may opt to re-register in the next Academic Year (in the Odd Semester, Even Semester or both Semesters, as required) for only the specific Courses to earn the mandatory Credits and the CGPA required for promotion to the following Academic Year: 12.5.1. A student may opt to re-register for only some select Courses among those offered in the concerned Odd/Even Semester in the next Academic Year (as prescribed by the concerned Program Regulations), as per her/his choice to earn the required mandatory credits and improve her/his CGPA to be eligible for promotion to the following Academic Year. 12.5.2. Further, if a student opts for this provision of re-registering for select Courses, the credits earned, as applicable, and Grades previously obtained in these concerned Courses, registered in the concerned Semester(s) of the Program of study, shall stand withdrawn and declared null and void, unless the student secures a lower grade in the repeated course. 12.5.3. Further, the student shall remit the Annual University Fee prescribed by the University for the concerned Program of study and clear any other dues, to be eligible to register in concerned Academic Year. 35",Student_Handbook_August_2026.pdf
Student Handbook August 2026,44,Scholarship,"13.Withdrawal/Re-joining 13.1. Temporary Withdrawal: A student who has been admitted to a Degree Program of the University may be permitted to withdraw temporarily, for a period of one Academic Year, on the grounds of prolonged illness or grave calamity in the family, etc., provided: 13.1.1. The student submits an application to the University, stating fully the reasons for withdrawal together with supporting documents and endorsement from her/his parent/legal guardian; 13.1.2. The University is satisfied that, without counting the period of withdrawal, the student is likely to complete the requirements for the award of the Degree of the concerned Program within the specified maximum duration to complete the Program (Refer to Section 6.0). 13.1.3. A student seeking temporary withdrawal shall not claim any refund of the University Fee paid to the University for the concerned Academic Year. 13.1.4. There are no outstanding dues with the School/Hostels/Library/etc. 13.1.5. Scholarship holders are bound by any scholarship rules applicable to them. 13.1.6. Normally, a student will be permitted only one such temporary withdrawal during his/her/their tenure as a student. 13.2. Re-joining the Program A student who temporarily withdraws from the Program (Clause 13.1) and re-joins the Program in the following Academic Year, shall be governed by all the Regulations of the University and the University Fee Structure in force at the time of his/her/their re-joining the Program. 13.3. Permanent Withdrawal Rules pertaining to withdrawal of admission at the time of joining the University are as specified in the admission procedures and Fee Policy of the University. 36",Student_Handbook_August_2026.pdf
Student Handbook August 2026,45,Transfer Of Credits,"In case of a student seeking withdrawal from the Program of study after completion of one or more Semesters / Academic Years, the procedures and conditions specified in the concerned Program Regulation and the Fee Policy of the University shall be adhered to. The decision of the Registrar and the Vice Chancellor regarding all aspects of withdrawal of a student from the Program of study shall be final and binding. 14.Transfer of Credits The Courses credited elsewhere, in recognized Indian or Foreign University/Institutions by students during their study period at the University, may count towards the credit requirements for the award of Degree. The guidelines for such transfer of credits are as follows: 14.1. Students may earn external credits from Institutions of National Importance and other Indian or Foreign Universities/Institutions with which the University has an MoU and that MoU shall have specific provisions, rules and guidelines for transfer of credits. 14.2. Students may earn credits by registering for Online Courses offered by National Program on Technology Enhanced Learning (NPTEL), Study Web of Active Learning by Young and Aspiring Minds (SWAYAM) or other such recognized Bodies/ Universities/ Institutions, as approved by the concerned BoS from time to time. The concerned PAC / shall publish/include the approved list of Courses and the rules and guidelines governing such transfer of credits from time to time. Such student/s shall mandatorily submit the course completion certificate / examination results. 14.3. In other cases (i.e., other than the cases mentioned above in Clauses 14.1. and 14.2) of transfer of credits sought by a student, the “Credit Transfer Equivalence Committee” constituted by the Vice Chancellor shall assess the application of the student for transfer of credits. This committee shall submit its recommendations to the Vice Chancellor through the Registrar for approval. 14.4. The maximum number of credits that can be transferred by a student shall be limited to forty percent (40%) of the minimum credit requirements specified by the concerned Program Regulations for the award of the concerned Degree. 37",Student_Handbook_August_2026.pdf
Student Handbook August 2026,46,Award Of Degree,"15.Award of Degree 15.1. The award of the Degree shall be recommended by the Registrar [Evaluation] to the Academic Council for approval. The Academic Council shall submit its recommendations for the approval to the Board of Management and Board of Governors of the University. 15.2. A student shall be declared to be eligible for the award of the concerned Degree if she/he fulfils all the conditions prescribed in the Sub- Clauses below: 15.2.1. Fulfilled the Minimum Credit Requirements [for three years / four years / five years] and all other mandatory requirements as prescribed by the concerned Program Regulations for the award of concerned Degree; 15.2.2. Secured a minimum CGPA of 5.00 in the concerned Program at the end of the Semester/Academic Term in which she/he completes all the requirements for the award of the Degree as specified in concerned Program Regulations; 15.2.3. Paid all dues to the University, Schools, Hostels, Library, and any other such Centre’s / Departments of the University; and 15.2.4. No disciplinary action is pending against the student. 15.3. Award of Distinction A student who secures a CGPA of 8.50 and above, in the concerned Program at the end of the Semester/Academic Term in which the student completes all the requirements for the award of the Degree, shall be eligible for the award of the Degree with Distinction. 15.4. Provisional Degree Certificate On completion of the requirements for the award of the Degree as prescribed in Clause 15.2, the student may apply for a Provisional Degree Certificate in the prescribed application form, along with the prescribed Fee notified by the University from time to time, to the Registrar of the University. On verification of the eligibility criteria, the Registrar [Evaluation] shall issue the Provisional Degree Certificate to the concerned student, to the effect that the concerned student has fulfilled all the requirements for the 38",Student_Handbook_August_2026.pdf
Student Handbook August 2026,47,,"award of the Degree in the concerned Program, and that, the Degree shall be conferred on the concerned student at the next Convocation of the University. 16. Convocation The Convocation of the University shall be held annually as per the Convocation Regulations of the University. The University shall announce the date for the Convocation and call for applications from eligible students to register for the Convocation. The duly completed application form must be submitted and the prescribed Convocation Fee must be paid by the student to the University within the specified date announced by the University. Degrees shall be awarded in person at the Convocation for the students who have graduated during the preceding Academic Year. Degrees shall be awarded in absentia to such students who are unable to attend the Convocation. 17.Power To Revise, Modify and Amend 17.1. The Academic Council has all rights to revise, amend or modify any of the above Regulations from time to time and these modified Regulations shall be binding on all parties concerned. 17.2. Notwithstanding anything stated in these Regulations, for any unforeseen issues arising, and not covered by these Regulations or in case of difficulty in application of any of the Sections / Clauses of the Regulations specified above, the Vice Chancellor shall have the powers to amend / modify / remove the difficulty in the relevant Regulation. 39",Student_Handbook_August_2026.pdf
Student Handbook August 2026,48,,40,Student_Handbook_August_2026.pdf
Student Handbook August 2026,49,,Section – IV Code of Conduct 41,Student_Handbook_August_2026.pdf
Student Handbook August 2026,50,,42,Student_Handbook_August_2026.pdf
Student Handbook August 2026,51,,"Code of Conduct 1. Introduction The Vidyashilp University Student Code of Conduct is a set of standards of conduct expected of students during their tenure as students of the University. The aim of the University is to sculpt ‘vidya’ (education) and not the student. In Sanskrit, it is said that ‘vidya dadati vinayam’, meaning, that education imparts character. The aim, therefore, is reflective of the need for students to learn values such as respect for fellow beings as well as display civility and inclusiveness in their behavior towards other students, faculty, research scholars and support staff. At VU, the various Schools function with an interdisciplinary interdependence. Diversity in thinking and using a pluralistic approach to learning is something that is replete in the University system. A VU graduate must inculcate a sense of reverence for the knowledge derived from other domains. The VU curriculum is structured such that, along with domain knowledge the students must learn aspects of citizenship, sportsmanship and concern for the environment. 2. Unique “VU Experience” The essence of Vidyashilp University is to create a unique “VU Experience” – an enjoyable journey of learning from one another and learning together through intentional collaboration between individuals and groups from diverse cultures and backgrounds. VU’s purpose is to create a diverse, inclusive community and environment where faculty, staff, students and parents, and alumni feel connected to one another by a common sense of purpose and develop a distinctive ability to lead and serve in diverse contexts. The “VU Experience” is a collective endeavour to inculcate the “Vidyashilp Graduate Attributes”. 3. Attributes of a Vidyashilp Graduate (What VU endeavors its students and alumni to BE!) 43",Student_Handbook_August_2026.pdf
